date,mean
2015-01-01,25.28661261000001
2015-01-02,23.57528345871197
2015-01-03,21.515167249808304
2015-01-04,22.879670242641346
2015-01-05,23.204875699053122
2015-01-06,26.72120029821982
2015-01-07,25.564670704638583
2015-01-08,23.4976392204169
2015-01-09,24.099709889990823
2015-01-10,27.933805356442043
2015-01-11,27.216232552768346
2015-01-12,23.14229391121305
2015-01-13,27.739849090738257
2015-01-14,25.28591747130582
2015-01-15,27.08077076241084
2015-01-16,25.189298320786182
2015-01-17,27.921933240254667
2015-01-18,23.265387716326803
2015-01-19,25.108075251176228
2015-01-20,28.086235515490912
2015-01-21,20.90243177368268
2015-01-22,25.629849230346057
2015-01-23,24.969194819098192
2015-01-24,27.159916385613187
2015-01-25,27.964717900266102
2015-01-26,27.319746006130483
2015-01-27,26.375456039569645
2015-01-28,26.008851215563364
2015-01-29,25.276556478627192
2015-01-30,26.41616717687545
2015-01-31,28.94976400980414
2015-02-01,24.40364997013523
2015-02-02,25.29471922657661
2015-02-03,25.982056830879085
2015-02-04,28.169123317775764
2015-02-05,26.648030001333503
2015-02-06,28.20254225108985
2015-02-07,28.337936949323968
2015-02-08,27.487914094615363
2015-02-09,24.209961246816697
2015-02-10,29.694228499182614
2015-02-11,29.23087796782771
2015-02-12,26.567256028246966
2015-02-13,23.71067769195428
2015-02-14,23.387246655865027
2015-02-15,27.050881161567563
2015-02-16,25.172737700551288
2015-02-17,23.175830331519585
2015-02-18,23.485428147806015
2015-02-19,25.738125881043036
2015-02-20,27.10186178762106
2015-02-21,29.557320083932737
2015-02-22,27.748206200823585
2015-02-23,26.050805188708395
2015-02-24,27.607341489025828
2015-02-25,27.462383794863655
2015-02-26,28.394123013789844
2015-02-27,26.868909673639532
2015-02-28,29.054927630199053
2015-03-01,28.665150482489473
2015-03-02,27.215337770475145
2015-03-03,26.845155660227945
2015-03-04,28.956743270082377
2015-03-05,25.72391454668312
2015-03-06,24.171228928830676
2015-03-07,24.19342414366657
2015-03-08,25.65881045504792
2015-03-09,28.60437662213851
2015-03-10,26.472959879091096
2015-03-11,27.761047705555228
2015-03-12,26.394853821538153
2015-03-13,26.444133250625605
2015-03-14,25.401294013304774
2015-03-15,27.30177445652322
2015-03-16,27.168553151315614
2015-03-17,28.37749576079342
2015-03-18,28.160815801945787
2015-03-19,27.224350087691242
2015-03-20,24.639660415985816
2015-03-21,29.826158899559573
2015-03-22,27.548041353780693
2015-03-23,27.91051329598965
2015-03-24,30.985283357176066
2015-03-25,29.633769821606197
2015-03-26,28.743222951307963
2015-03-27,27.878678215879468
2015-03-28,27.892929791271992
2015-03-29,28.429346454166158
2015-03-30,28.79579256217992
2015-03-31,31.437608966653862
2015-04-01,32.994128269435535
2015-04-02,28.6608722795
2015-04-03,23.806516617527844
2015-04-04,26.242261048705476
2015-04-05,31.801387746506638
2015-04-06,29.648305594038973
2015-04-07,29.095661648007404
2015-04-08,27.942422782308903
2015-04-09,25.93054562871878
2015-04-10,31.696621224464902
2015-04-11,26.727033621343036
2015-04-12,29.864450224430968
2015-04-13,25.836755193359853
2015-04-14,28.03975279635794
2015-04-15,30.488614769363505
2015-04-16,28.035521033414415
2015-04-17,27.83017664359538
2015-04-18,28.620473712230456
2015-04-19,25.959277556732395
2015-04-20,25.61502869858474
2015-04-21,30.123791274795426
2015-04-22,27.88285050172353
2015-04-23,30.172147786176893
2015-04-24,31.02740770207858
2015-04-25,31.220145401971664
2015-04-26,25.61261686773553
2015-04-27,27.490702473791217
2015-04-28,29.993213262640577
2015-04-29,30.05568120034202
2015-04-30,33.48014146807074
2015-05-01,27.19758053750477
2015-05-02,31.380638198866965
2015-05-03,29.820296522827054
2015-05-04,25.826673218692868
2015-05-05,28.042863498561736
2015-05-06,29.694850016204402
2015-05-07,25.79231122345835
2015-05-08,25.084433537538175
2015-05-09,25.740911187152335
2015-05-10,29.812763972221436
2015-05-11,28.3562116146631
2015-05-12,28.116632992399197
2015-05-13,28.216247389386194
2015-05-14,26.57014096047405
2015-05-15,28.5364218277644
2015-05-16,25.839221827358827
2015-05-17,31.886036888125894
2015-05-18,32.92609732858836
2015-05-19,24.91993996690661
2015-05-20,28.66438344745458
2015-05-21,28.82514078120026
2015-05-22,29.31466064818
2015-05-23,31.697101310961436
2015-05-24,28.79197412040885
2015-05-25,29.578192044292845
2015-05-26,35.74304788594301
2015-05-27,29.592538477258536
2015-05-28,33.37773333532982
2015-05-29,30.879300883167314
2015-05-30,28.797921811236474
2015-05-31,28.493827972002283
2015-06-01,29.950648470599408
