date,rainfall_mm
2015-01-01,0.2663277683364519
2015-01-02,0.6393222992611479
2015-01-03,1.7670423477004265
2015-01-04,0.32814175325031136
2015-01-05,1.1166831798192667
2015-01-06,0.702960176131661
2015-01-07,2.040969635207489
2015-01-08,0.2276815005285212
2015-01-09,0.3068327250057481
2015-01-10,3.578238211751139
2015-01-11,3.348858737799529
2015-01-12,0.48541340978092
2015-01-13,1.4532763447345332
2015-01-14,1.5908330350269129
2015-01-15,0.20661685924454395
2015-01-16,0.7262159821971806
2015-01-17,1.2479483705639376
2015-01-18,0.01803332312895416
2015-01-19,1.7587485682875423
2015-01-20,2.507847223545647
2015-01-21,1.95474157904976
2015-01-22,3.075569860675938
2015-01-23,2.389677873067664
2015-01-24,3.506377509720331
2015-01-25,0.046406791981718105
2015-01-26,0.9970236235841834
2015-01-27,0.4149267252730919
2015-01-28,1.3333076473232952
2015-01-29,3.6764547742137226
2015-01-30,0.7659981934458854
2015-01-31,2.1728597216637553
2015-02-01,4.705496219217487
2015-02-02,1.1681780300291358
2015-02-03,4.079434753706753
2015-02-04,3.7369190584277745
2015-02-05,2.1086185355634357
2015-02-06,0.28577731079356916
2015-02-07,0.04388609243379555
2015-02-08,0.6505622400554099
2015-02-09,0.9265945395614609
2015-02-10,1.1672189729914402
2015-02-11,2.7658322869570635
2015-02-12,0.6137078700547365
2015-02-13,2.8344498983624637
2015-02-14,6.251616895273086
2015-02-15,1.2812757699937156
2015-02-16,1.907167487661354
2015-02-17,5.937443616797907
2015-02-18,3.1804018792161153
2015-02-19,0.641062149793539
2015-02-20,6.665095053212757
2015-02-21,1.8636094948701143
2015-02-22,0.7417671844096635
2015-02-23,0.11988545257457381
2015-02-24,0.6238046885723867
2015-02-25,1.7827173007427013
2015-02-26,0.4164481962863862
2015-02-27,0.5172416011105139
2015-02-28,4.908271055601286
2015-03-01,1.894489575471157
2015-03-02,0.16591605743058646
2015-03-03,2.9523458378075538
2015-03-04,0.044673836487955323
2015-03-05,1.7825824745022159
2015-03-06,1.5625886720300888
2015-03-07,9.347566409914345
2015-03-08,3.923286432882041
2015-03-09,1.4731496735749534
2015-03-10,3.400905691481529
2015-03-11,0.05672936905968281
2015-03-12,1.5437518123559648
2015-03-13,0.7019589976532059
2015-03-14,1.7394770644879123
2015-03-15,0.03991213566077791
2015-03-16,2.876634126315027
2015-03-17,2.40262690960992
2015-03-18,4.037915364510152
2015-03-19,0.9221325838567757
2015-03-20,2.97977189086992
2015-03-21,7.136069658250387
2015-03-22,1.0979929511725497
2015-03-23,0.21656173302663345
2015-03-24,2.8121348477815777
2015-03-25,0.9883784886281558
2015-03-26,0.3860845935243706
2015-03-27,0.5104838255376628
2015-03-28,0.164163800573102
2015-03-29,0.3885131678152727
2015-03-30,2.2334009276426756
2015-03-31,2.315578840276401
2015-04-01,0.5832950074599851
2015-04-02,1.703035118351184
2015-04-03,2.0974547327511983
2015-04-04,2.55536108139513
2015-04-05,0.6317863789499397
2015-04-06,3.571005620035229
2015-04-07,0.12684016634240122
2015-04-08,0.3243869531229165
2015-04-09,0.6394649473421862
2015-04-10,1.9084452641765566
2015-04-11,0.2437520134569518
2015-04-12,0.28384734232737124
2015-04-13,5.385848466185263
2015-04-14,4.811593201436156
2015-04-15,0.2267249726028243
2015-04-16,0.5610109081745708
2015-04-17,1.4337302691813185
2015-04-18,2.702623046849544
2015-04-19,0.9008404281478509
2015-04-20,0.7729096782591485
2015-04-21,4.31460846937684
2015-04-22,0.6350211360012662
2015-04-23,1.0880332718954406
2015-04-24,2.460248193178495
2015-04-25,2.5626065642026683
2015-04-26,2.3173337780259846
2015-04-27,2.186802405264271
2015-04-28,1.9191301027940915
2015-04-29,1.1685509691583564
2015-04-30,3.5646862718564885
2015-05-01,2.68840617944693
2015-05-02,0.7464006297349852
2015-05-03,1.116429835213532
2015-05-04,0.27926817193207715
2015-05-05,0.8797415585378192
2015-05-06,0.3416043173393521
2015-05-07,3.654217271263143
2015-05-08,10.53428744488023
2015-05-09,0.2996870661447751
2015-05-10,1.2522604652828992
2015-05-11,1.0369069363397296
2015-05-12,0.02881517554731461
2015-05-13,0.6706395628858501
2015-05-14,6.90675650207337
2015-05-15,1.7799760048429345
2015-05-16,1.2751097180869975
2015-05-17,0.3494704529746518
2015-05-18,3.2198451404330513
2015-05-19,0.8374325161335837
2015-05-20,0.6177900805069824
2015-05-21,2.9308249782988436
2015-05-22,1.263404716457087
2015-05-23,0.4335308287329269
2015-05-24,3.157390744340181
2015-05-25,1.7167687740092084
2015-05-26,3.1916129489255276
2015-05-27,1.3351650087293374
2015-05-28,11.179674974362962
2015-05-29,10.196217504569487
2015-05-30,0.7506841038371385
2015-05-31,0.13130810020732028
2015-06-01,1.8868097643634285
2015-06-02,4.293788176225764
2015-06-03,2.2967980165349973
2015-06-04,0.10341677077259238
2015-06-05,0.15583175519070452
2015-06-06,0.6660977573523593
2015-06-07,0.20704291985572051
2015-06-08,1.1084942490591458
2015-06-09,0.05097677141218267
2015-06-10,1.1954031695845737
2015-06-11,2.1780202423716846
2015-06-12,4.285104960705944
2015-06-13,1.8527286458472918
2015-06-14,5.112803340165419
2015-06-15,1.8561398348333182
2015-06-16,0.26767424583678257
2015-06-17,0.9807179800574443
2015-06-18,0.6218429301948524
2015-06-19,1.602217431269369
2015-06-20,0.02211655997269978
2015-06-21,4.717668628253364
2015-06-22,2.8179164888640322
2015-06-23,1.4628439538077151
2015-06-24,6.850480632283841
2015-06-25,2.569657176780586
2015-06-26,1.5275268375116804
2015-06-27,1.1013024442241235
2015-06-28,1.0064915166747734
2015-06-29,0.594741909135484
2015-06-30,0.6001261270239402
2015-07-01,1.3713970825081436
2015-07-02,4.0098632127688365
2015-07-03,1.3540086106343667
2015-07-04,0.18925910626769502
2015-07-05,1.0377202465014557
2015-07-06,0.3954708345423021
2015-07-07,5.8041875396734355
2015-07-08,0.028130422395379193
2015-07-09,1.50600091281879
2015-07-10,0.3390470819595597
2015-07-11,1.0997797418936957
2015-07-12,1.4809729369630589
2015-07-13,3.3673936189523213
2015-07-14,0.88886591703225
2015-07-15,1.4332371965955346
2015-07-16,4.74868271771966
2015-07-17,4.737372675805255
2015-07-18,8.69921186749573
2015-07-19,0.4389033416795294
2015-07-20,8.814735487156753
2015-07-21,1.023436418825887
2015-07-22,5.646326874389291
2015-07-23,3.238240399613141
2015-07-24,0.8312830862238292
2015-07-25,7.411837311736293
2015-07-26,5.140162046583409
2015-07-27,0.25051538029755227
2015-07-28,0.9178664563291432
2015-07-29,2.8484278667966167
2015-07-30,0.18258463123565483
2015-07-31,1.315364320814082
2015-08-01,4.012174309545478
2015-08-02,1.314340725632575
2015-08-03,1.8566566920426715
2015-08-04,3.7457239910104745
2015-08-05,2.305120411504071
2015-08-06,1.3031451708149955
2015-08-07,5.571508395159818
2015-08-08,1.6673636497609523
2015-08-09,1.4824892755157393
2015-08-10,5.4862801574337
2015-08-11,2.394558518539837
2015-08-12,0.3592271179545298
2015-08-13,0.43101747896623627
2015-08-14,0.6181638883305296
2015-08-15,3.9061801278369344
2015-08-16,3.5380485522290157
2015-08-17,1.8207071207251324
2015-08-18,0.4393771092388141
2015-08-19,0.992896581447486
2015-08-20,5.022155860409511
2015-08-21,1.2667057800967523
2015-08-22,1.208459340558074
2015-08-23,0.6853139480218794
2015-08-24,4.017738641308942
2015-08-25,0.5594111637758191
2015-08-26,3.1065161772397305
2015-08-27,0.8432403426436418
2015-08-28,2.582288552927338
2015-08-29,2.006522503824458
2015-08-30,1.4024414960572464
2015-08-31,1.0337510909431986
2015-09-01,2.220806745670974
2015-09-02,1.9847367020168472
2015-09-03,0.7307490392406
2015-09-04,4.4303192796513216
2015-09-05,3.610141574172064
2015-09-06,0.45329842506573786
2015-09-07,0.5350891196541838
2015-09-08,3.293696361511201
2015-09-09,1.0884489201174563
2015-09-10,1.5218314307415133
2015-09-11,0.5081280316283104
2015-09-12,1.525338901990801
2015-09-13,2.100310565680592
2015-09-14,0.22892105708545932
2015-09-15,2.054097647683364
2015-09-16,1.9473298501692946
2015-09-17,5.267211807699786
2015-09-18,2.182004172237809
2015-09-19,0.4325199397393466
2015-09-20,0.489348093551105
2015-09-21,1.921745483040331
2015-09-22,1.0496563299321233
2015-09-23,3.069338355747074
2015-09-24,0.21258525891297436
2015-09-25,3.4261952725984117
2015-09-26,1.8564999152390178
2015-09-27,5.380498666969321
2015-09-28,1.3572335170632066
2015-09-29,0.4599970567828221
2015-09-30,0.3960016175110602
2015-10-01,2.1823501123220987
2015-10-02,0.284392775716945
2015-10-03,8.749518476642839
2015-10-04,1.298510830693556
2015-10-05,5.876992323169509
2015-10-06,0.11751303348480405
2015-10-07,0.0050459069870100424
2015-10-08,0.6247463125412894
2015-10-09,2.3216042865831454
2015-10-10,1.745312048405306
2015-10-11,0.759208479553078
2015-10-12,2.2887566043980208
2015-10-13,1.1674582320661933
2015-10-14,0.29919000317507305
2015-10-15,6.635105419337893
2015-10-16,0.0033142126242723504
2015-10-17,2.014084115709328
2015-10-18,1.6326476073257827
2015-10-19,1.6778499235880144
2015-10-20,4.102694028351585
2015-10-21,0.3788995936558912
2015-10-22,0.3490751295282576
2015-10-23,4.111996866086464
2015-10-24,2.809519507479658
2015-10-25,5.600426276222296
2015-10-26,1.2342454923374917
2015-10-27,1.1894131469946927
2015-10-28,3.7338411612916613
2015-10-29,4.945152653881811
2015-10-30,0.30526724897444124
2015-10-31,8.366036805438807
2015-11-01,0.911087517357168
2015-11-02,1.9946985017514878
2015-11-03,2.7671454714426447
2015-11-04,4.202862591028192
2015-11-05,3.200828704273413
2015-11-06,1.7184871456716027
2015-11-07,3.171707231786765
2015-11-08,1.0380573181163162
2015-11-09,0.8127616181487483
2015-11-10,1.6593349346943553
2015-11-11,4.723973707542371
2015-11-12,2.707196580112392
2015-11-13,0.9389140112312357
2015-11-14,1.4485538571102934
2015-11-15,3.9063596882062677
2015-11-16,2.0930203518769197
2015-11-17,1.84347836353064
2015-11-18,1.886456102922151
2015-11-19,0.3325967478791139
2015-11-20,4.3191611237011065
2015-11-21,1.6467507095508493
2015-11-22,1.9389819064008635
2015-11-23,0.9768395073632439
2015-11-24,5.681371239229082
2015-11-25,0.8760704541187931
2015-11-26,1.1555657551204273
2015-11-27,4.242465126033132
2015-11-28,0.9126593904833699
2015-11-29,1.969027768682465
2015-11-30,0.235543095697366
2015-12-01,0.5170209974945476
2015-12-02,0.17627426422738646
2015-12-03,1.7328472373250776
2015-12-04,1.8523177947568914
2015-12-05,1.9677206589894927
2015-12-06,1.202742806983482
2015-12-07,1.2777524824086828
2015-12-08,0.7205312835903878
2015-12-09,1.0312038788549
2015-12-10,0.25782984873395565
2015-12-11,2.2836869518508105
2015-12-12,3.3417694206223953
2015-12-13,1.3264737387846386
2015-12-14,1.2839013652629638
2015-12-15,1.7390337313423438
2015-12-16,5.55244266458673
2015-12-17,1.4517381728683338
2015-12-18,1.5912742436730136
2015-12-19,1.2340301138471104
2015-12-20,2.226923084218897
2015-12-21,2.136613387191526
2015-12-22,1.058138788932925
2015-12-23,2.372093788999943
2015-12-24,0.19902585655689756
2015-12-25,1.2797797153266017
