date,rainfall_mm
2015-01-01,3.579246352985752
2015-01-02,2.0472117146208575
2015-01-03,1.8631756716660912
2015-01-04,1.863206197770533
2015-01-05,7.677525590890684
2015-01-06,4.4148160261578955
2015-01-07,1.458993968698631
2015-01-08,3.7125976658364617
2015-01-09,2.8960335585010797
2015-01-10,0.16028543836189943
2015-01-11,0.7579995013114295
2015-01-12,3.080147593068428
2015-01-13,7.147495624435659
2015-01-14,1.8787947979638673
2015-01-15,1.3438367688848156
2015-01-16,2.58124965614799
2015-01-17,1.2614562126931514
2015-01-18,1.7582242531072323
2015-01-19,2.3042972768655154
2015-01-20,0.713100529935726
2015-01-21,4.59945241614849
2015-01-22,0.5648610567060556
2015-01-23,2.7849616454319093
2015-01-24,4.319776297272069
2015-01-25,2.723454321123816
2015-01-26,2.0923147656669028
2015-01-27,1.7414451469010765
2015-01-28,1.4729954963369807
2015-01-29,5.442998840963108
2015-01-30,3.105789350245987
2015-01-31,1.5964033424736401
2015-02-01,1.1552249244104016
2015-02-02,3.9198319331802502
2015-02-03,5.344343656510469
2015-02-04,4.978707077991072
2015-02-05,0.9494065946124994
2015-02-06,1.7270722740125417
2015-02-07,1.4437253957433873
2015-02-08,1.954804733530948
2015-02-09,4.565509708649548
2015-02-10,6.660485948033133
2015-02-11,3.2049869667428816
2015-02-12,1.1987558355667216
2015-02-13,2.2567927600042252
2015-02-14,7.608110474141376
2015-02-15,2.5264731869838415
2015-02-16,1.7451739080073623
2015-02-17,1.8902313412797545
2015-02-18,3.192927512015058
2015-02-19,0.9863192667798809
2015-02-20,1.4085912239834026
2015-02-21,4.922073799026878
2015-02-22,3.1180050844121046
2015-02-23,2.5493902493962253
2015-02-24,5.113689592915579
2015-02-25,1.121580740140166
2015-02-26,1.6946646612221081
2015-02-27,3.0332651161214255
2015-02-28,2.943930497838882
2015-03-01,0.4168513022813494
2015-03-02,1.5374928805695696
2015-03-03,2.0019707017003356
2015-03-04,3.319544781596708
2015-03-05,2.93509883582816
2015-03-06,2.17617827549502
2015-03-07,0.15830406710776773
2015-03-08,2.2765241949219375
2015-03-09,2.4658788940222105
2015-03-10,12.724562650789606
2015-03-11,1.9419665102433095
2015-03-12,3.0472510172087683
2015-03-13,5.775168591982884
2015-03-14,4.363786019817038
2015-03-15,6.864913866470453
2015-03-16,0.4261842607093323
2015-03-17,0.7809878501048215
2015-03-18,1.31133130244248
2015-03-19,0.3308468341752487
2015-03-20,2.484602311623923
2015-03-21,0.8574089441277363
2015-03-22,7.538453628072181
2015-03-23,1.0173499706119724
2015-03-24,1.7044591047576811
2015-03-25,4.568860890467415
2015-03-26,0.5564943760344341
2015-03-27,0.2985804186154859
2015-03-28,2.7553461400676715
2015-03-29,2.9409740981738635
2015-03-30,4.462534902174181
2015-03-31,3.6522225236377572
2015-04-01,3.03548985013148
2015-04-02,1.1510352503876147
2015-04-03,2.871879022324986
2015-04-04,3.025429524743328
2015-04-05,1.1053571881447706
2015-04-06,9.130030559292466
2015-04-07,3.513903582485187
2015-04-08,0.797615418333363
2015-04-09,4.480071150276775
2015-04-10,5.094509614734295
2015-04-11,3.3434574958275065
2015-04-12,1.8423646323530156
2015-04-13,1.0544561789585636
2015-04-14,2.170706287428039
2015-04-15,3.1506185393063437
2015-04-16,2.3615334801458583
2015-04-17,7.0924382684105876
2015-04-18,3.962699042746033
2015-04-19,0.9282849320832692
2015-04-20,0.7002586765009827
2015-04-21,3.538481413784513
2015-04-22,1.883123696112463
2015-04-23,4.240577674289893
2015-04-24,3.5122142737415114
2015-04-25,2.1795144428901296
2015-04-26,0.9404481252837377
2015-04-27,0.3523345142579639
2015-04-28,2.827059085182466
2015-04-29,0.5442280258247414
2015-04-30,0.8974335646408081
2015-05-01,2.68142091964984
2015-05-02,2.4613508990932464
2015-05-03,0.6327565647740547
2015-05-04,5.54211583070023
2015-05-05,5.430393062870136
2015-05-06,3.632146783339989
2015-05-07,3.628523054319829
2015-05-08,3.6321828179032893
2015-05-09,5.06050325218488
2015-05-10,4.0423277460611935
2015-05-11,1.0303580117700584
2015-05-12,1.858224537812008
2015-05-13,11.755789704144552
2015-05-14,0.1775432767719982
2015-05-15,1.4551155091224122
2015-05-16,5.564833625508071
2015-05-17,1.104107523901012
2015-05-18,4.130859601449757
2015-05-19,2.4331707781488023
2015-05-20,1.1897980118753837
2015-05-21,2.7597420356595626
2015-05-22,1.0058819937939922
2015-05-23,2.0941470070426953
2015-05-24,3.603070131753194
2015-05-25,4.747768203804907
2015-05-26,1.450368999624542
2015-05-27,1.1874158182792414
2015-05-28,0.5319249974700466
2015-05-29,4.930819198062413
2015-05-30,10.57550712005705
2015-05-31,5.3498473448958475
2015-06-01,6.279670896174118
2015-06-02,1.1141522517109588
2015-06-03,3.429405311782063
2015-06-04,4.438650134574942
2015-06-05,0.7462630487112276
2015-06-06,0.1324733758268489
2015-06-07,0.5008610195923684
2015-06-08,2.0667792966114824
2015-06-09,1.4650200160991693
2015-06-10,3.322072098473231
2015-06-11,4.901976188302874
2015-06-12,1.9227320161614114
2015-06-13,2.4673727917241157
2015-06-14,0.16611713777444292
2015-06-15,6.3368108085531984
2015-06-16,4.153824576772537
2015-06-17,2.4900338466980445
2015-06-18,1.4323696670153634
2015-06-19,2.8111417621322587
2015-06-20,1.2307448938420307
2015-06-21,1.6465573686587385
2015-06-22,3.2059957792022047
2015-06-23,3.827871266198904
2015-06-24,3.7396823066220444
2015-06-25,1.1109108779561698
2015-06-26,0.21024201670158432
2015-06-27,0.5650906197574435
2015-06-28,7.552272942378174
2015-06-29,1.5068275069590347
2015-06-30,2.3596712732519496
2015-07-01,4.977468241188135
2015-07-02,1.8537621585108497
2015-07-03,4.707021258930107
2015-07-04,1.7954287921067744
2015-07-05,1.2436831976024048
2015-07-06,9.381977193641601
2015-07-07,5.473852628345916
2015-07-08,6.024126611860398
2015-07-09,0.585397104631271
2015-07-10,1.1254379722926213
2015-07-11,2.3143381163810544
2015-07-12,1.7272841631461262
2015-07-13,4.5361286538934245
2015-07-14,3.9264451033346037
2015-07-15,6.667620873245442
2015-07-16,1.5168797227387167
2015-07-17,2.8019172497994056
2015-07-18,5.820869420912186
2015-07-19,1.44653892494574
2015-07-20,1.172472565101131
2015-07-21,6.677328824000931
2015-07-22,7.633735735238509
2015-07-23,1.7392766138987716
2015-07-24,2.3234903692451194
2015-07-25,6.297355316390218
2015-07-26,4.426155338176024
2015-07-27,0.3964717571474034
2015-07-28,0.94358321761652
2015-07-29,2.4870577892852475
2015-07-30,5.168040429497693
2015-07-31,3.513320267215545
2015-08-01,2.452724334814441
2015-08-02,1.5190874928105085
2015-08-03,9.09891369110989
2015-08-04,2.1018032741984887
2015-08-05,5.141674822161956
2015-08-06,2.008926123475537
2015-08-07,0.4595606173851886
